date,commodity,state,variety,trans_mode,price,price_min,price_max,unit
2025-07-30,Corn,Minnesota,,Truck,3.7411,3.6225,3.9225,$ Per Bushel
2025-07-30,Corn,Missouri,,Truck,3.76,3.6125,3.8925,$ Per Bushel
2025-07-30,Corn,Nebraska,,Truck,3.9075,3.7225,4.2425,$ Per Bushel
2025-07-30,Corn,Ohio,,Truck,4.3258,4.1925,4.4925,$ Per Bushel
2025-07-30,Corn,South Dakota,,Truck,3.6392,3.5425,3.7925,$ Per Bushel
2025-07-30,Corn,Wisconsin,,Truck,3.782,3.53,3.9925,$ Per Bushel
2025-07-31,Corn,Illinois,,Truck,3.9704,3.7675,4.0975,$ Per Bushel
2025-07-31,Corn,Indiana,,Truck,4.1442,3.9675,4.3375,$ Per Bushel
2025-07-31,Corn,Iowa,,Truck,3.878,3.6975,3.9875,$ Per Bushel
2025-07-31,Corn,Kansas,,Truck,3.8342,3.6675,3.9675,$ Per Bushel
2025-07-31,Corn,Michigan,,Truck,4.1075,3.9175,4.3175,$ Per Bushel
2025-07-31,Corn,Minnesota,,Truck,3.7618,3.6475,3.9475,$ Per Bushel
2025-07-31,Corn,Missouri,,Truck,3.7825,3.6275,3.9175,$ Per Bushel
2025-07-31,Corn,Nebraska,,Truck,3.9281,3.7475,4.2675,$ Per Bushel
2025-07-31,Corn,Ohio,,Truck,4.3508,4.2175,4.5175,$ Per Bushel
2025-07-31,Corn,South Dakota,,Truck,3.6575,3.5675,3.7675,$ Per Bushel
2025-07-31,Corn,Wisconsin,,Truck,3.8045,3.5425,4.0175,$ Per Bushel
2025-08-01,Corn,Illinois,,Truck,3.99,3.78,4.12,$ Per Bushel
2025-08-01,Corn,Indiana,,Truck,4.1611,3.99,4.36,$ Per Bushel
2025-08-01,Corn,Iowa,,Truck,3.8947,3.72,3.98,$ Per Bushel
2025-08-01,Corn,Kansas,,Truck,3.8567,3.69,3.99,$ Per Bushel
2025-08-01,Corn,Michigan,,Truck,4.12,3.94,4.29,$ Per Bushel
2025-08-01,Corn,Minnesota,,Truck,3.7786,3.67,3.93,$ Per Bushel
2025-08-01,Corn,Missouri,,Truck,3.7675,3.64,3.94,$ Per Bushel
2025-08-01,Corn,Nebraska,,Truck,3.9461,3.77,4.29,$ Per Bushel
2025-08-01,Corn,Ohio,,Truck,4.32,4.24,4.44,$ Per Bushel
2025-08-01,Corn,South Dakota,,Truck,3.68,3.59,3.79,$ Per Bushel
2025-08-01,Corn,Wisconsin,,Truck,3.8255,3.5575,4.04,$ Per Bushel
2025-08-04,Corn,Illinois,,Truck,3.9564,3.745,4.105,$ Per Bushel
2025-08-04,Corn,Indiana,,Truck,4.1183,3.945,4.285,$ Per Bushel
2025-08-04,Corn,Iowa,,Truck,3.8461,3.675,3.925,$ Per Bushel
2025-08-04,Corn,Kansas,,Truck,3.7783,3.595,3.945,$ Per Bushel
2025-08-04,Corn,Michigan,,Truck,4.065,3.895,4.245,$ Per Bushel
2025-08-04,Corn,Minnesota,,Truck,3.7421,3.675,3.845,$ Per Bushel
2025-08-04,Corn,Missouri,,Truck,3.72,3.595,3.895,$ Per Bushel
2025-08-04,Corn,Nebraska,,Truck,3.8956,3.725,4.095,$ Per Bushel
2025-08-04,Corn,Ohio,,Truck,4.195,3.995,4.295,$ Per Bushel
2025-08-04,Corn,South Dakota,,Truck,3.6342,3.545,3.745,$ Per Bushel
2025-08-04,Corn,Wisconsin,,Truck,3.7935,3.5275,3.995,$ Per Bushel
2025-08-05,Corn,Illinois,,Truck,3.9329,3.72,4.09,$ Per Bushel
2025-08-05,Corn,Indiana,,Truck,4.0889,3.92,4.22,$ Per Bushel
2025-08-05,Corn,Iowa,,Truck,3.8174,3.65,3.9,$ Per Bushel
2025-08-05,Corn,Kansas,,Truck,3.7533,3.57,3.92,$ Per Bushel
2025-08-05,Corn,Michigan,,Truck,4.03,3.87,4.17,$ Per Bushel
2025-08-05,Corn,Minnesota,,Truck,3.7143,3.63,3.82,$ Per Bushel
2025-08-05,Corn,Missouri,,Truck,3.67,3.57,3.77,$ Per Bushel
2025-08-05,Corn,Nebraska,,Truck,3.8741,3.69,4.07,$ Per Bushel
2025-08-05,Corn,Ohio,,Truck,4.1617,3.97,4.27,$ Per Bushel
2025-08-05,Corn,South Dakota,,Truck,3.6042,3.5,3.72,$ Per Bushel
2025-08-05,Corn,Wisconsin,,Truck,3.766,3.49,3.97,$ Per Bushel
2025-08-06,Corn,Illinois,,Truck,3.8821,3.675,4.035,$ Per Bushel
2025-08-06,Corn,Indiana,,Truck,4.0083,3.865,4.165,$ Per Bushel
2025-08-06,Corn,Iowa,,Truck,3.7658,3.595,3.845,$ Per Bushel
2025-08-06,Corn,Kansas,,Truck,3.6983,3.515,3.865,$ Per Bushel
2025-08-06,Corn,Michigan,,Truck,3.945,3.815,4.115,$ Per Bushel
2025-08-06,Corn,Minnesota,,Truck,3.6593,3.575,3.765,$ Per Bushel
2025-08-06,Corn,Missouri,,Truck,3.615,3.515,3.715,$ Per Bushel
2025-08-06,Corn,Nebraska,,Truck,3.8165,3.62,4.015,$ Per Bushel
2025-08-06,Corn,Ohio,,Truck,3.9817,3.815,4.115,$ Per Bushel
2025-08-06,Corn,South Dakota,,Truck,3.5533,3.445,3.665,$ Per Bushel
2025-08-06,Corn,Wisconsin,,Truck,3.712,3.44,3.915,$ Per Bushel
2025-08-07,Corn,Illinois,,Truck,3.8618,3.6575,4.0175,$ Per Bushel
2025-08-07,Corn,Indiana,,Truck,3.9775,3.8475,4.1475,$ Per Bushel
2025-08-07,Corn,Iowa,,Truck,3.7706,3.7175,3.8475,$ Per Bushel
2025-08-07,Corn,Kansas,,Truck,3.6808,3.4975,3.8475,$ Per Bushel
2025-08-07,Corn,Michigan,,Truck,3.9215,3.7975,4.0675,$ Per Bushel
2025-08-07,Corn,Minnesota,,Truck,3.6418,3.5575,3.7475,$ Per Bushel
2025-08-07,Corn,Missouri,,Truck,3.585,3.4975,3.6975,$ Per Bushel
2025-08-07,Corn,Nebraska,,Truck,3.7996,3.6125,3.9975,$ Per Bushel
2025-08-07,Corn,Ohio,,Truck,3.9392,3.7475,4.0975,$ Per Bushel
2025-08-07,Corn,South Dakota,,Truck,3.5375,3.4275,3.6475,$ Per Bushel
2025-08-07,Corn,Wisconsin,,Truck,3.7025,3.4325,3.8975,$ Per Bushel
2025-08-08,Corn,Illinois,,Truck,3.9093,3.705,4.065,$ Per Bushel
2025-08-08,Corn,Indiana,,Truck,4.0228,3.895,4.195,$ Per Bushel
2025-08-08,Corn,Iowa,,Truck,3.8165,3.765,3.895,$ Per Bushel
2025-08-08,Corn,Kansas,,Truck,3.7283,3.545,3.895,$ Per Bushel
2025-08-08,Corn,Michigan,,Truck,3.959,3.845,4.065,$ Per Bushel
2025-08-08,Corn,Minnesota,,Truck,3.6864,3.605,3.795,$ Per Bushel
2025-08-08,Corn,Missouri,,Truck,3.6325,3.545,3.745,$ Per Bushel
2025-08-08,Corn,Nebraska,,Truck,3.8424,3.67,3.995,$ Per Bushel
2025-08-08,Corn,Ohio,,Truck,3.9867,3.795,4.145,$ Per Bushel
2025-08-08,Corn,South Dakota,,Truck,3.5825,3.445,3.695,$ Per Bushel
2025-08-08,Corn,Wisconsin,,Truck,3.752,3.49,3.945,$ Per Bushel
2025-08-11,Corn,Illinois,,Truck,3.8918,3.6875,4.0475,$ Per Bushel
2025-08-11,Corn,Indiana,,Truck,4.0031,3.8775,4.1775,$ Per Bushel
2025-08-11,Corn,Iowa,,Truck,3.7572,3.6075,3.8275,$ Per Bushel
2025-08-11,Corn,Kansas,,Truck,3.7108,3.5275,3.8775,$ Per Bushel
2025-08-11,Corn,Michigan,,Truck,3.9415,3.8275,4.0475,$ Per Bushel
2025-08-11,Corn,Minnesota,,Truck,3.6575,3.5875,3.7275,$ Per Bushel
2025-08-11,Corn,Missouri,,Truck,3.615,3.5275,3.7275,$ Per Bushel
2025-08-11,Corn,Nebraska,,Truck,3.8197,3.655,3.9775,$ Per Bushel
2025-08-11,Corn,Ohio,,Truck,3.9275,3.7775,4.0775,$ Per Bushel
2025-08-11,Corn,South Dakota,,Truck,3.5583,3.4275,3.6775,$ Per Bushel
2025-08-11,Corn,Wisconsin,,Truck,3.711,3.455,3.9075,$ Per Bushel
2025-08-12,Corn,Illinois,,Truck,3.9186,3.71,4.07,$ Per Bushel
2025-08-12,Corn,Indiana,,Truck,4.0144,3.9,4.15,$ Per Bushel
2025-08-12,Corn,Iowa,,Truck,3.8223,3.77,3.9,$ Per Bushel
2025-08-12,Corn,Kansas,,Truck,3.7333,3.55,3.9,$ Per Bushel
2025-08-12,Corn,Michigan,,Truck,3.994,3.85,4.1,$ Per Bushel
2025-08-12,Corn,Minnesota,,Truck,3.68,3.61,3.75,$ Per Bushel
2025-08-12,Corn,Missouri,,Truck,3.645,3.55,3.75,$ Per Bushel
2025-08-12,Corn,Nebraska,,Truck,3.8375,3.6575,4.0,$ Per Bushel
2025-08-12,Corn,Ohio,,Truck,3.9167,3.8,4.1,$ Per Bushel
2025-08-12,Corn,South Dakota,,Truck,3.5842,3.47,3.7,$ Per Bushel
2025-08-12,Corn,Wisconsin,,Truck,3.7115,3.4775,3.9,$ Per Bushel
2025-08-13,Corn,Illinois,,Truck,3.795,3.575,3.935,$ Per Bushel
2025-08-13,Corn,Indiana,,Truck,3.8761,3.765,4.015,$ Per Bushel
2025-08-13,Corn,Iowa,,Truck,3.6434,3.495,3.765,$ Per Bushel
2025-08-13,Corn,Kansas,,Truck,3.5983,3.415,3.765,$ Per Bushel
2025-08-13,Corn,Michigan,,Truck,3.859,3.715,3.965,$ Per Bushel
2025-08-13,Corn,Minnesota,,Truck,3.5421,3.455,3.615,$ Per Bushel
2025-08-13,Corn,Missouri,,Truck,3.51,3.415,3.615,$ Per Bushel
2025-08-13,Corn,Nebraska,,Truck,3.6968,3.525,3.835,$ Per Bushel
2025-08-13,Corn,Ohio,,Truck,3.7817,3.665,3.915,$ Per Bushel
2025-08-13,Corn,South Dakota,,Truck,3.4417,3.335,3.565,$ Per Bushel
2025-08-13,Corn,Wisconsin,,Truck,3.577,3.345,3.765,$ Per Bushel
2025-08-14,Corn,Illinois,,Truck,3.8214,3.6,3.97,$ Per Bushel
2025-08-14,Corn,Indiana,,Truck,3.9044,3.79,4.04,$ Per Bushel
2025-08-14,Corn,Iowa,,Truck,3.6682,3.5,3.79,$ Per Bushel
2025-08-14,Corn,Kansas,,Truck,3.6233,3.44,3.79,$ Per Bushel
2025-08-14,Corn,Michigan,,Truck,3.876,3.74,3.99,$ Per Bushel
2025-08-14,Corn,Minnesota,,Truck,3.5671,3.48,3.64,$ Per Bushel
2025-08-14,Corn,Missouri,,Truck,3.5525,3.44,3.64,$ Per Bushel
2025-08-14,Corn,Nebraska,,Truck,3.7201,3.5525,3.86,$ Per Bushel
2025-08-14,Corn,Ohio,,Truck,3.815,3.69,3.94,$ Per Bushel
2025-08-14,Corn,South Dakota,,Truck,3.4658,3.36,3.59,$ Per Bushel
2025-08-14,Corn,Wisconsin,,Truck,3.6025,3.3725,3.79,$ Per Bushel
2025-08-15,Corn,Illinois,,Truck,3.8314,3.61,3.98,$ Per Bushel
2025-08-15,Corn,Indiana,,Truck,3.9167,3.8,4.05,$ Per Bushel
2025-08-15,Corn,Iowa,,Truck,3.7069,3.67,3.75,$ Per Bushel
2025-08-15,Corn,Kansas,,Truck,3.6242,3.45,3.8,$ Per Bushel
2025-08-15,Corn,Michigan,,Truck,3.866,3.75,4.0,$ Per Bushel
2025-08-15,Corn,Minnesota,,Truck,3.58,3.49,3.65,$ Per Bushel
2025-08-15,Corn,Missouri,,Truck,3.5625,3.45,3.65,$ Per Bushel
2025-08-15,Corn,Nebraska,,Truck,3.725,3.5525,3.87,$ Per Bushel
2025-08-15,Corn,Ohio,,Truck,3.85,3.75,4.0,$ Per Bushel
2025-08-15,Corn,South Dakota,,Truck,3.4742,3.37,3.6,$ Per Bushel
2025-08-15,Corn,Wisconsin,,Truck,3.6105,3.3725,3.8,$ Per Bushel
2025-08-18,Corn,Illinois,,Truck,3.9218,3.6975,4.0675,$ Per Bushel
2025-08-18,Corn,Indiana,,Truck,4.0097,3.8875,4.1875,$ Per Bushel
2025-08-18,Corn,Iowa,,Truck,3.763,3.5975,3.8875,$ Per Bushel
2025-08-18,Corn,Kansas,,Truck,3.7092,3.5375,3.8875,$ Per Bushel
2025-08-18,Corn,Michigan,,Truck,3.9335,3.7375,4.0875,$ Per Bushel
2025-08-18,Corn,Minnesota,,Truck,3.6675,3.5775,3.7375,$ Per Bushel
2025-08-18,Corn,Missouri,,Truck,3.65,3.5375,3.7375,$ Per Bushel
2025-08-18,Corn,Nebraska,,Truck,3.8116,3.6325,3.9575,$ Per Bushel
2025-08-18,Corn,Ohio,,Truck,3.9375,3.8375,4.0875,$ Per Bushel
2025-08-18,Corn,South Dakota,,Truck,3.5608,3.4875,3.6875,$ Per Bushel
2025-08-18,Corn,Wisconsin,,Truck,3.6905,3.4525,3.8575,$ Per Bushel
2025-08-19,Corn,Illinois,,Truck,3.91,3.73,4.08,$ Per Bushel
2025-08-19,Corn,Indiana,,Truck,4.0133,3.88,4.18,$ Per Bushel
2025-08-19,Corn,Iowa,,Truck,3.7862,3.75,3.84,$ Per Bushel
2025-08-19,Corn,Kansas,,Truck,3.7083,3.53,3.88,$ Per Bushel
2025-08-19,Corn,Michigan,,Truck,3.926,3.73,4.08,$ Per Bushel
2025-08-19,Corn,Minnesota,,Truck,3.66,3.57,3.73,$ Per Bushel
2025-08-19,Corn,Missouri,,Truck,3.6425,3.53,3.73,$ Per Bushel
2025-08-19,Corn,Nebraska,,Truck,3.81,3.63,3.95,$ Per Bushel
2025-08-19,Corn,Ohio,,Truck,3.9383,3.83,4.08,$ Per Bushel
2025-08-19,Corn,South Dakota,,Truck,3.5517,3.48,3.68,$ Per Bushel
2025-08-19,Corn,Wisconsin,,Truck,3.693,3.465,3.85,$ Per Bushel
2025-08-20,Corn,Illinois,,Truck,3.875,3.695,4.045,$ Per Bushel
2025-08-20,Corn,Indiana,,Truck,3.9617,3.745,4.145,$ Per Bushel
2025-08-20,Corn,Iowa,,Truck,3.7217,3.555,3.865,$ Per Bushel
2025-08-20,Corn,Kansas,,Truck,3.6742,3.495,3.845,$ Per Bushel
2025-08-20,Corn,Michigan,,Truck,3.891,3.695,4.045,$ Per Bushel
2025-08-20,Corn,Minnesota,,Truck,3.625,3.535,3.695,$ Per Bushel
2025-08-20,Corn,Missouri,,Truck,3.5975,3.495,3.695,$ Per Bushel
2025-08-20,Corn,Nebraska,,Truck,3.7841,3.595,3.995,$ Per Bushel
2025-08-20,Corn,Ohio,,Truck,3.9033,3.795,4.045,$ Per Bushel
2025-08-20,Corn,South Dakota,,Truck,3.5167,3.445,3.645,$ Per Bushel
2025-08-20,Corn,Wisconsin,,Truck,3.6585,3.4325,3.815,$ Per Bushel
2025-08-21,Corn,Illinois,,Truck,3.8743,3.7,4.1,$ Per Bushel
2025-08-21,Corn,Indiana,,Truck,3.9667,3.75,4.15,$ Per Bushel
2025-08-21,Corn,Iowa,,Truck,3.7274,3.56,3.85,$ Per Bushel
2025-08-21,Corn,Kansas,,Truck,3.68,3.5,3.85,$ Per Bushel
2025-08-21,Corn,Michigan,,Truck,3.896,3.7,4.05,$ Per Bushel
2025-08-21,Corn,Minnesota,,Truck,3.63,3.54,3.7,$ Per Bushel
2025-08-21,Corn,Missouri,,Truck,3.6025,3.5,3.7,$ Per Bushel
2025-08-21,Corn,Nebraska,,Truck,3.7882,3.6,4.0,$ Per Bushel
2025-08-21,Corn,Ohio,,Truck,3.9083,3.8,4.05,$ Per Bushel
2025-08-21,Corn,South Dakota,,Truck,3.5217,3.45,3.65,$ Per Bushel
2025-08-21,Corn,Wisconsin,,Truck,3.664,3.44,3.82,$ Per Bushel
2025-08-22,Corn,Illinois,,Truck,3.9218,3.7725,4.0975,$ Per Bushel
2025-08-22,Corn,Indiana,,Truck,4.0425,3.8225,4.2225,$ Per Bushel
2025-08-22,Corn,Iowa,,Truck,3.797,3.6325,3.8925,$ Per Bushel
2025-08-22,Corn,Kansas,,Truck,3.7692,3.6175,3.9225,$ Per Bushel
2025-08-22,Corn,Michigan,,Truck,3.9685,3.7725,4.1225,$ Per Bushel
2025-08-22,Corn,Minnesota,,Truck,3.7025,3.6125,3.7725,$ Per Bushel
2025-08-22,Corn,Missouri,,Truck,3.67,3.5725,3.7725,$ Per Bushel
2025-08-22,Corn,Nebraska,,Truck,3.861,3.6725,4.0725,$ Per Bushel
2025-08-22,Corn,Ohio,,Truck,3.9808,3.8725,4.1225,$ Per Bushel
2025-08-22,Corn,South Dakota,,Truck,3.59,3.4925,3.7225,$ Per Bushel
2025-08-22,Corn,Wisconsin,,Truck,3.7295,3.5175,3.8725,$ Per Bushel
2025-08-25,Corn,Illinois,,Truck,3.9343,3.7825,4.095,$ Per Bushel
2025-08-25,Corn,Indiana,,Truck,4.0581,3.8325,4.2325,$ Per Bushel
2025-08-25,Corn,Iowa,,Truck,3.8032,3.6425,3.9025,$ Per Bushel
2025-08-25,Corn,Kansas,,Truck,3.7708,3.615,3.9325,$ Per Bushel
2025-08-25,Corn,Michigan,,Truck,3.9785,3.7825,4.1325,$ Per Bushel
2025-08-25,Corn,Minnesota,,Truck,3.7082,3.6225,3.7825,$ Per Bushel
2025-08-25,Corn,Missouri,,Truck,3.675,3.5825,3.7825,$ Per Bushel
2025-08-25,Corn,Nebraska,,Truck,3.8743,3.6825,4.0825,$ Per Bushel
2025-08-25,Corn,Ohio,,Truck,3.9908,3.8825,4.1325,$ Per Bushel
2025-08-25,Corn,South Dakota,,Truck,3.5983,3.4825,3.7325,$ Per Bushel
2025-08-25,Corn,Wisconsin,,Truck,3.737,3.515,3.8825,$ Per Bushel
2025-08-26,Corn,Illinois,,Truck,3.9339,3.7925,4.0725,$ Per Bushel
2025-08-26,Corn,Indiana,,Truck,4.0714,3.8425,4.2925,$ Per Bushel
2025-08-26,Corn,Iowa,,Truck,3.8093,3.6525,3.8925,$ Per Bushel
2025-08-26,Corn,Kansas,,Truck,3.7792,3.6225,3.9425,$ Per Bushel
2025-08-26,Corn,Michigan,,Truck,3.9885,3.7925,4.1425,$ Per Bushel
2025-08-26,Corn,Minnesota,,Truck,3.7182,3.6325,3.7925,$ Per Bushel
2025-08-26,Corn,Missouri,,Truck,3.685,3.5925,3.7925,$ Per Bushel
2025-08-26,Corn,Nebraska,,Truck,3.8825,3.6925,4.0925,$ Per Bushel
2025-08-26,Corn,Ohio,,Truck,4.0175,3.8925,4.1425,$ Per Bushel
2025-08-26,Corn,South Dakota,,Truck,3.6075,3.5125,3.7425,$ Per Bushel
2025-08-26,Corn,Wisconsin,,Truck,3.7465,3.5225,3.8925,$ Per Bushel
2025-08-27,Corn,Illinois,,Truck,3.9136,3.775,4.045,$ Per Bushel
2025-08-27,Corn,Indiana,,Truck,4.0506,3.825,4.285,$ Per Bushel
2025-08-27,Corn,Iowa,,Truck,3.7808,3.635,3.875,$ Per Bushel
2025-08-27,Corn,Kansas,,Truck,3.7717,3.595,3.975,$ Per Bushel
2025-08-27,Corn,Michigan,,Truck,3.971,3.775,4.125,$ Per Bushel
2025-08-27,Corn,Minnesota,,Truck,3.695,3.615,3.775,$ Per Bushel
2025-08-27,Corn,Missouri,,Truck,3.645,3.575,3.775,$ Per Bushel
2025-08-27,Corn,Nebraska,,Truck,3.8644,3.675,4.095,$ Per Bushel
2025-08-27,Corn,Ohio,,Truck,3.9833,3.875,4.125,$ Per Bushel
2025-08-27,Corn,South Dakota,,Truck,3.5858,3.445,3.725,$ Per Bushel
2025-08-27,Corn,Wisconsin,,Truck,3.719,3.495,3.875,$ Per Bushel
2025-08-28,Corn,Illinois,,Truck,3.8607,3.725,4.01,$ Per Bushel
2025-08-28,Corn,Indiana,,Truck,4.0067,3.81,4.3,$ Per Bushel
2025-08-28,Corn,Iowa,,Truck,3.7654,3.675,3.875,$ Per Bushel
2025-08-28,Corn,Kansas,,Truck,3.8725,3.56,4.06,$ Per Bushel
2025-08-28,Corn,Michigan,,Truck,3.921,3.725,4.075,$ Per Bushel
2025-08-28,Corn,Minnesota,,Truck,3.6436,3.565,3.73,$ Per Bushel
2025-08-28,Corn,Missouri,,Truck,3.595,3.525,3.725,$ Per Bushel
2025-08-28,Corn,Nebraska,,Truck,3.8224,3.625,4.06,$ Per Bushel
2025-08-28,Corn,Ohio,,Truck,3.9392,3.825,4.075,$ Per Bushel
2025-08-28,Corn,South Dakota,,Truck,3.5354,3.425,3.675,$ Per Bushel
2025-08-28,Corn,Wisconsin,,Truck,3.668,3.46,3.825,$ Per Bushel
2025-08-29,Corn,Illinois,,Truck,3.8921,3.755,4.05,$ Per Bushel
2025-08-29,Corn,Indiana,,Truck,4.045,3.85,4.34,$ Per Bushel
2025-08-29,Corn,Iowa,,Truck,3.7734,3.615,3.86,$ Per Bushel
2025-08-29,Corn,Kansas,,Truck,3.9125,3.6,4.1,$ Per Bushel
2025-08-29,Corn,Michigan,,Truck,3.951,3.755,4.105,$ Per Bushel
2025-08-29,Corn,Minnesota,,Truck,3.6764,3.595,3.77,$ Per Bushel
2025-08-29,Corn,Missouri,,Truck,3.6113,3.555,3.7,$ Per Bushel
2025-08-29,Corn,Nebraska,,Truck,3.8594,3.655,4.1,$ Per Bushel
2025-08-29,Corn,Ohio,,Truck,3.9708,3.855,4.105,$ Per Bushel
2025-08-29,Corn,South Dakota,,Truck,3.5679,3.425,3.705,$ Per Bushel
2025-08-29,Corn,Wisconsin,,Truck,3.704,3.5,3.85,$ Per Bushel
2025-09-02,Corn,Illinois,,Truck,4.0057,3.88,4.1525,$ Per Bushel
2025-09-02,Corn,Indiana,,Truck,4.1683,3.9525,4.4425,$ Per Bushel
2025-09-02,Corn,Iowa,,Truck,3.878,3.74,3.9625,$ Per Bushel
2025-09-02,Corn,Kansas,,Truck,4.015,3.7025,4.2025,$ Per Bushel
2025-09-02,Corn,Michigan,,Truck,4.0605,3.88,4.23,$ Per Bushel
2025-09-02,Corn,Minnesota,,Truck,3.7871,3.7425,3.8725,$ Per Bushel
2025-09-02,Corn,Missouri,,Truck,3.7175,3.6525,3.8025,$ Per Bushel
2025-09-02,Corn,Nebraska,,Truck,3.9618,3.7725,4.2025,$ Per Bushel
2025-09-02,Corn,Ohio,,Truck,4.0917,3.9825,4.2025,$ Per Bushel
2025-09-02,Corn,South Dakota,,Truck,3.6756,3.5525,3.83,$ Per Bushel
2025-09-02,Corn,Wisconsin,,Truck,3.816,3.6025,3.9525,$ Per Bushel
2025-09-03,Corn,Illinois,,Truck,4.0471,3.9,4.18,$ Per Bushel
2025-09-03,Corn,Indiana,,Truck,4.1544,3.98,4.43,$ Per Bushel
2025-09-03,Corn,Iowa,,Truck,3.9063,3.78,4.01,$ Per Bushel
2025-09-03,Corn,Kansas,,Truck,4.105,3.73,4.48,$ Per Bushel
2025-09-03,Corn,Michigan,,Truck,4.07,3.93,4.23,$ Per Bushel
2025-09-03,Corn,Minnesota,,Truck,3.815,3.77,3.9,$ Per Bushel
2025-09-03,Corn,Missouri,,Truck,3.745,3.68,3.83,$ Per Bushel
2025-09-03,Corn,Nebraska,,Truck,3.9882,3.8,4.18,$ Per Bushel
2025-09-03,Corn,Ohio,,Truck,4.16,4.08,4.23,$ Per Bushel
2025-09-03,Corn,South Dakota,,Truck,3.705,3.58,3.88,$ Per Bushel
2025-09-03,Corn,Wisconsin,,Truck,3.826,3.68,3.98,$ Per Bushel
2025-09-04,Corn,Illinois,,Truck,3.9986,3.85,4.13,$ Per Bushel
2025-09-04,Corn,Indiana,,Truck,4.0989,3.88,4.33,$ Per Bushel
2025-09-04,Corn,Iowa,,Truck,3.8563,3.73,3.98,$ Per Bushel
2025-09-04,Corn,Kansas,,Truck,4.055,3.68,4.43,$ Per Bushel
2025-09-04,Corn,Michigan,,Truck,4.02,3.88,4.18,$ Per Bushel
2025-09-04,Corn,Minnesota,,Truck,3.765,3.72,3.85,$ Per Bushel
2025-09-04,Corn,Missouri,,Truck,3.72,3.63,3.78,$ Per Bushel
2025-09-04,Corn,Nebraska,,Truck,3.9382,3.75,4.13,$ Per Bushel
2025-09-04,Corn,Ohio,,Truck,4.1133,4.03,4.18,$ Per Bushel
